,Title,Topic
631,Vintage Mid Century Sculptural Lucite Lamp (Free NYC Delivery),table
632,Kate Spade Lamp C x 2 (Free NYC Delivery),table
633,Vintage Mid Century Floor Lamp B (Free NYC Delivery),table
634,Vintage Mid Century Regency Lamp F (Free NYC Delivery),table
635,Genuine Florence Knoll 3-Seat Bench in Black Leather,table
636,West Elm Nightscape Area Rug 5’x 8’ in Excellent Condition!!,chair
637,Cherry Entertainment Center,chair
638,Fabulous Dining Set,table
639,huge industrial style orb light,stand
640,industrial style orb light,stand
641,huge industrial style orb light,stand
642,Custom Made Shell Wall Mirror,table
643,Counter Stools (3x) - Crate and Barrel,chair
644,1910-1915 Vintage Arts and Crafts Octagon Metal Tin Mirror,table
645,Free Form White Oak Vintage Long Bench,chair
646,Leather Hippo,chair
647,World Market Gold Leaf Ocean Print,table
648,Ethan Allen Hyde Sofa (Was 3330),table
649,Vintage Moroccan Rug 4x6,chair
650,Mid Century Modern George Thams Style 1960’s Danish Leather Couch,chair
651,New (washable) cotton rug 6x4,table
652,Design with Reach,chair
653,3 gallon stainless steel pedal bin,bed
654,IKEA Elfa CB2 Furniture Assembly Flat Screens TV mounting instal,table
655,IKEA Elfa CB2 Furniture Assembly Flat Screens TV mounting instal,table
656,Vintage Mid Century Lamp E (Free NYC Delivery),table
657,Grey Velvet Button Tufted Headboard,bed
658,Furniture Assembly Ikea Container store Flat screen TV Mounting,stand
659,4 tier Bamboo Shoe Rack,chair
660,Wood Framed Print,bed
661,8 x 10 Area Rug,chair
662,8 x 10 Area Rug,chair
663,Ikea Elfa CB2 Container store Furniture Assembly TV mounting,stand
664,Autonomous.Ai Coupon - $15-$200 Off On Your Purchase,chair
665,BuzziCube Seats / Ottomans by BuzziSpace,bed
666,Ikea Elfa CB2 Container store Furniture Assembly TV mounting,stand
667,Humanscale Liberty Drafting Stool,stand
668,Two wood stools,table
669,SitOnIt Anytime Bar Stool in Blue,bed
670,Brand NEW Coalesse Enea Lottus Bar Stools,table
671,Herman Miller Aeron Size B (fully optioned) free delivery,bed
672,Amazing stone set for outdoor,table
673,Harbor breeze light and fan,chair
674,Teak serving cart,chair
675,Teak bench,bed
676,Stunning light fixture,chair
677,2 beautiful planters and stone base,bed
678,Ikea Pax Wardrobe With Shelves,bed
679,IKEA Elfa CB2 Furniture Assembly Flat Screens TV mounting instal,table
680,Furniture Assembly Expert Assembler Flat Screens TV mounting,table
681,Ikea Floor Lamp,table
682,Muji bean bag,bed
683,Bernhardt Classic Armoir,chair
684,Hexagon floating honeycomb wood shelves,table
685,Anthropologie textured Mareika curtain 2 panels,chair
686,FOR SALE: LIKE NEW IKEA BILLY BOOKCASE,bed
687,Old mirror rustic,chair
688,Chrome Faucet,chair
689,Small Lamp,table
690,Eames for Herman Miler Lounge Height H-base,chair
691,Mid Century Teak Shelving Unit,table
692,Jean Prouve Tabouret Stools,table
693,Mid century modern Stools,chair
694,KitchenAid Butcher Block Kitchen Cart w/ Interlocking Wheels,chair
695,Butcher Block Kitchen Cart on Wheels,chair
696,Cowhide top teak vintage bar cart signed,table
697,Eames time life stool type A,table
698,Op art mirror by Greg Copeland,table
699,Dimond Dravos 64 150 Watt Bronze Floor Lamp,table
700,Achille Castiglioni,chair
701,Mid century modern Paper Rack,chair
702,beautiful upholstered bench,bed
703,Tempered Glass-Chrome 3 Tier Shelving Unit,chair
704,King size furniture,bed
705,Prouve Lamp,table
706,Gio Ponti & Piero Fornasetti,chair
707,Luceplan Titania Lamp,table
708,Long bohemian decorative throw pillow,chair
709,2 matching wood swivel barstools with backs and leather seat,chair
710,Framed Plexi Artwork (38x26) - Toronto St. Clair,table
711,Pacific Coast 72 LED Quad Bulb Torchiere Floor Lamp,table
712,IKEA White Mulig 3 Tier Bathroom Kitchen Shelving Shelf Rack Storage,chair
713,Floor lamps,table
714,Mitchell Gold + Bob Williams Reese Three Cushion Sofa (Was 4000),chair
715,ikea elfa cb2 furniture assembly expert furniture assembler,table
716,UpScale Thrift Shop beautiful crystal chandelier,chair
717,UpScale Thrift Shop beautiful crystal chandelier,chair
718,UpScale Thrift Shop beautiful crystal chandelier,chair
719,Pinnable Female Dress Form Dressmaker Mannequin White On Steel Rolling,table
720,ikea Elfa CB2 Ikea furniture Assembly TV mounting,table
721,Pair of Mid Century Twin Headboards,bed
722,IKEA GLENN Bar stool White/Chrome Plated,chair
723,SAFAVIEH Kids Collection Handmade Stripe Wool Area Rug 3 x 5,chair
724,ARTICLE - Sven Birch Ivory 72 Sofa,chair
725,ABBOT FULLER GRAVES DOORWAY AND GARDEN WALL ART 60 x 45,table
726,Ethan Allen Striped Two Cushion Sofa (Was 2499),chair
727,Furniture Assembly Expert Assembler Flat Screens TV mounting,table
728,IKEA Karlstad/Landskrona Sofa Cover,desk
729,Furniture Assembly Expert Assembler Flat Screens TV mounting,table
730,solid wood dinning room set,table
731,IKEA Elfa CB2 Furniture Assembly Home & Office Furniture assembler,table
732,Ikea Elfa CB2 Container store Furniture Assembly TV mounting,stand
733,Loveseat and matching rug,chair
734,Clarke ii 75in Apt Sofa Exclusively For Macys $1139.99 Val,table
735,IKEA Elfa CB2 Furniture Assembly Flat Screens TV mounting instal,table
736,Kingsley bates teak swing,table
737,Beautiful Dining set vintage,table
738,Bamboo Shoe Rack Bench with Storage,chair
739,IKEA Elfa CB2 Furniture Assembly Flat Screens TV mounting instal,table
740,Ethan Allen Three Cushion Sofa (Was 3859),chair
741,Room divider,bed
742,Turkish Kilim Rug,table
743,Tobacco Weave Wall Shelf,table
744,ETHAN ALLEN RUG 9’x12’,chair
745,Wine Cooler,table
746,Hoover Sprint Vacuum,chair
747,CUSTOM DESIGNER PENDANT/CHANDELIER,chair
748,Bar stool set acrylic,chair
749,Artwork Floral Aqua,table
750,Vintage Mid Century Conical Hanging Lamp A (Free NYC Delivery),table
751,Vintage Mid Century Walter Von Nessen Lamp (Free NYC Delivery),table
752,Leather gray Sofa,chair
753,Mid Century Modern Black & Chrome Stool (Free NYC Delivery),chair
754,Vintage Mid Century Stool / Footstool (Free NYC Delivery),table
755,Kate Spade Lamps B x 2 (Free NYC Delivery),table
756,Vintage Mid Century Lamp A (Free NYC Delivery),table
757,Vintage Ikea Abstract Oil Painting (Free NYC Delivery),table
758,Vintage Mid Century Ball Stack Lucite Lamp C (Free NYC Delivery),table
759,Vintage Mid Century Modern Floor Lamp A (Free NYC Delivery),table
760,Vintage Mid Century Nautical Lamp (Free NYC Delivery),table
761,Vintage Mid Century Stilnovo Glass Sconces Pair (Free NYC Delivery),chair
762,Thomasville Dining Room Set,table
763,Kate Spade Lamps A x 2 (Free NYC Delivery),table
764,cb2 magazine rack/basket and white gloss tray,cabinet
765,Steel shelf on wheels,table
766,Vintage Mid Century Wood Mirror (Free NYC Delivery),table
767,Kalon Echo Crib,chair
768,tall and heavy mirror,table
769,Very clean loveseat/couch and ottoman,chair
770,Beautiful Stacking Barrister Bookcase,bed
771,Dark espresso brown leather couch,dresser
772,tall case,chair
773,work stool bobcat / skid steer,desk
774,Room & Board York Sleeper Sofa with Chaise (Was 2600),chair
775,Like new Pottery Barn Olivia Entryway Console,table
776,Pottery Barn Kids Fillmore Crib Simply White,bed
777,cheap ottoman footrests,chair
778,3 piece love seat with 3 seats 2 recliner with USB port,chair
779,ETHAN ALLEN pair Carved Panel Headboards Linen Finish Like New w/ Tags,chair
780,work stool bobcat / skid steer,desk
781,beautiful original vases & pottery,bed
782,KD Lounger (Multi position Futon),bed
783,Storage boxes,bed
784,unique original paintings,table
785,Canvas art,chair
786,CRATE & BARREL Bluestone Top Kitchen Island with 2 Stools,table
787,UP TO 75% OFF ENTIRE STORE APOLLO GALLERY 34-10 36TH AVE ASTORIA N.Y.,table
788,Wayfair Myrick Bar & Counter Stools (Set of 2) - Counter Height 23.5,chair
789,FLOOR LAMP 58 H,table
790,Karastan Decorwool Area Rug,chair
791,Beautiful Silver Mirrored 48 TV Unit,bed
792,PB Kids OPEN BASE,bed
793,Mirror w/ wood frame,bed
794,MONITOR,table
795,BROTHER TONER FOR PRINTER,table
796,Rare Urban Outfitters wall mirror with shelf,chair
797,COLLECTIBLE CARS 2 FOR 7.00,table
798,COMPUTER SPEAKER & ANY OTHER DEVICES,chair
799,Aeron Size C PostureFit Support Loaded New Seat New Pad New Gas,bed
800,Wooden hanging mantles,table
801,FLASHING SUN GLASS,table
802,23 x 23 Quatrefoil Antique Gold Brass Wall Mirror,table
803,IKEA Kramfors couch and ottoman,chair
804,Vacuum-Good Working Condition,chair
805,IKEA ÄPPLARÖ / KLASEN Serving cart brown wood stainless steel,stand
806,Mid Century Modern Cedar Chest Trunk - We Deliver!,chair
807,Crate & Barrel shelving units,table
808,***** Queen Size Headboard,bed
809,CARRY ON LUGGAGE W/WHEELS,chair
810,Shoe Rack - metal,chair
811,Navy blue sofa,table
812,hibriten dining room set,table
813,PB Kids CUBE SHELVES,bed
814,NewCondition Decorative Wool Hand Knotted Cream Avshan Rug 6x9,table
815,2 large mirrors-31W65H///35W45H//32H-24W,chair
816,Never used Romantic Wool Hand Knotted Navy Blue LIDO Rug 8x11,bed
817,Mid century modern,chair
818,Lamp - Designer,desk
819,Closet Evolution 48 in. Espresso Vertical Panel TR3 (1-Pack),table
820,Roller Blind,table
821,Lamp - Designer,desk
822,queen size mattress almost new,bed
823,Small accent lamp,table
824,Twin Box Spring,bed
825,Gilded mirror,bed
826,Assorted Plastic Milk Crates,table
827,VINTAGE ORIENTAL CARPET PERSIAN DESIGN RUG,chair
828,Leather Couch,chair
829,ORIENTAL RUG USHAK DESIGN VINTAGE HAND MADE CARPET,chair
830,Dining room Set,chair
831,Unique Antique Shelf,table
832,Vintage 1950s Rooster Lamp,table
833,White Solid Wood Storage Bin From The Farm,bed
834,Vintage Red Metal POST wall mount mailbox,table
835,New Still In Box Wilton Pumpkin Cupcake Holder,table
836,Danish Pendant,stand
837,Moving Sale – A Beautiful Japanese Painting,table
838,Ikea PAX Wardrobe with Glass Sliding Doors,chair
839,Moving Sale – A Gorgeous Pair of La Mode – Paris,table
840,Moving Sale – 19th Century British “The Young English Fox Hunter”,table
841,Marble arc floor lamp (silver/white),table
842,Moving Sale – 19th Century British “The Young English Fox Hunter”,table
843,Antique Outdoor Dining Set,chair
844,Brand New Assembled Wall Mounted 5 Hook Rack w/ Shelf,table
845,Couch love seat,chair
846,LADY IN RED FRAMED ART,bed
847,Loveseat,dresser
848,Love seat,bed
849,Jean Prouve,table
850,PAIR OF MID-CENTURY WALNUT HEADBOARDS,chair
851,Coach love seat,chair
852,Vintage Mid Century Wrought Iron Partition Room Divider,chair
853,vintage mid-century modern wood credenza,chair
854,Sleep 8 Queen Mattress (Valued $2500),bed
855,Minotti DDC B&B Italia,bed
856,WINE GLASS HANGING RACK,chair
857,FLOOR LAMP,table
858,Handmade Moroccan Rug,table
859,Genuine Florence Knoll 3-Seat Bench in Red Leather,bed
860,Artek,chair
861,ANTIQUE LAMP,table
862,used luguage,bed
863,Pottery Barn kids Star Wars R2-D2 Rug 3x5’,chair
864,Crate & Barrel Curran Crema Counter Stool,chair
865,BEST OFFER ARMOIR,chair
866,Mid century modern,chair
867,Dining Room Set,chair
868,BEST OFFER ARMOIR,chair
869,Amat Jamaica Counter Stool by Pepe Cortes,table
870,Eero Saarinen,chair
871,West Elm Eddy Reversible Sectional 74 width,table
872,Mid century modern Lamp,table
873,WINE RACK - 36 BOTTLES,table
874,Minka Lavery 6 Light Single Tier Chandeliers,chair
875,WINE RACK - 36 BOTTLES,table
876,Round 12-Light Edison Bulb Chandelier,table
877,Design Within Reach,chair
878,Design Within Reach,chair
879,Capital Lighting 4456BG-000 Quinn 6 Light 27 inch Brushed Gold Chande,chair
880,Moving sale furniture and new Midea U-shaped air conditioners,chair
881,Room & Board Allston Sleeper Sofa (Was 3299),table
882,Hay Menu Muuto DWR,table
883,GENERAL STORE LAMP...CANDY...BRASS...CAST IRON SCALE,bed
884,Poul Cadovius Pole Track Royal Shelving System Walnut Wooden Parts 60s,table
885,Vitra,bed
886,Mid Century Modern Wooden Track Shelves Unit System Walnut,table
887,Wood Wall Mirror,table
888,New Loveseat couch/sofa in excellent condition for $120,chair
889,Beautiful NeverUsed 1980s AB-Kashan rug 6x9,bed
890,Dining Room Set,chair
891,Fashionable Classic Love seat - Comfy &,table
892,Tough Mudder Welded Metal Sign,bed
893,West Elm loveseat,table
894,Tech Lighting 700TDLIZGPCS Liza Grande Pendant Satin Nickel by Tech L,stand
895,shelving brackets an one track,chair
896,2 Spacecraft concrete hanging pendant lamp,chair
897,MATTRESSES twin full queen king - same day free delivery,bed
898,Carpet,chair
899,MATTRESSES twin full queen king - same day free delivery,bed
900,Knoll,bed
901,MATTRESSES twin full queen king - same day free delivery,bed
902,Kitchen cart / island with granite top,chair
903,CB2 black curtain rod w/ marble finials,table
904,MATTRESSES twin full queen king - same day free delivery,bed
905,Postmodern Floor Lamp - brass,table
906,Florence Knoll,table
907,shop mattressses by phone,dresser
908,MATTRESSES twin full queen king - same day free delivery,bed
909,(((( TWO LOCAL MOVERS AND A VAN )))) AFFORDABLE RELIABLE CAREFUL,table
910,Wood Espresso 5 Draw Chest,dresser
911,shop mattressses by phone,dresser
912,ABC Carpet & Home Sofa/Loveseat (Orig $3000,chair
913,Fainting Couch,chair
914,Fritz Hansen,table
915,Friheten Sofa / Couch,chair
916,Floating Shelves / Custom Shelf,stand
917,Isamu Noguchi,chair
918,Free furniture,bed
919,Mid Century Modern Large Walnut Frame Mirror,table
920,Piero Lissoni,table
921,Teak Credenza - Vintage Mid Century,chair
922,Mid Century Modern Credenza By Drexel,dresser
923,Teak Wall Units - Both Available,table
924,Flos,table
925,Seaman’s Oak Wall Unit / Entertainment Center,stand
926,Rug,chair
927,Bench with Drawer – Bombay Company,bed
928,ONE – Narrow 3-Tier Folding Shelves / Bookcase,table
929,Original Painting by Artist Leonid Afremov,stand
930,I ~ K ~ E ~ A _ BUILD EXPERT & HANDYMAN _ tv mount install Blinds,bed
931,Vitra Ruckstuhl Feltwool Rug,chair
932,Victorian Fire Place Screen with Folding Shelf,chair
933,Wooden Jewelry Box,table
934,IKEA Ikea ikea all brands Furniture Assembly Expert Handyman,table
935,Danish Modern Orbiter Lamp,table
936,8 X 10 Urban Outfitters printed rug (and free rug pad!),chair
937,5 shelf kitchen rack,chair
938,Macy’s Rhyder Sectional,chair
939,Moving service,chair
940,Floor lamp - custom made with glass body,table
941,Leather couch,chair
942,Philip Starck Lamps,chair
943,Rug,chair
944,Paul Evans,table
945,Flos Arrangements Pendant Light,stand
946,Furniture Assembly Expert Assembler Flat Screens TV mounting,table
947,Moving soon call us!!,chair
948,Flos,table
949,Arne Jacobsen,table
950,I ~ K ~ E ~ A _ BUILD EXPERT & HANDYMAN _ tv mount install Blinds,bed
951,Knoll GE Suspension lamp (Crystal),table
952,4 bar stools,chair
953,Outdoor/Indoor Iron Swivel Stool.,chair
954,Wooden bar cart,chair
955,Naturepedic Organic Waterproof Mattress ProtectorPad (Cal.King),bed
956,Garment Rack,chair
957,Moving Sale - furniture clothes etc.,chair
958,Walnut MCM Credenza,chair
959,Vases,dresser
960,Breakfront,table
961,Glass display for sale,table
962,4 Arthur Umanoff Style Slat Wood Swivel Stools,chair
963,Handyman Upper Lower West East Greenwich village Side Manhattan NY,stand
964,Mid Century Modern Pace Racetrack Mirror Chrome,chair
965,Mid Century Modern and more Lamps,table
966,ECONOMY MATTRESS ONLY ~~ Twin $89 - Full $129 - Queen $149 - King $229,bed
967,$100 Brand New Bird Cage with Toys Metal Bronze Brown Gray,bed
968,Stunning High End Velvet Sofa 78,stand
969,IKEA Elfa CB2 Furniture Assembly Flat Screens TV mounting,table
970,FREE DELIVERY INCLUDED- Brown Kivik Loveseat Sofa,bed
971,DWR Counter/ Bar Stools LEM LaPalma,table
972,Modern BoConcept Floor Lamp,table
973,Antique Chinese Art Deco Rug,chair
974,Ottoman,bed
975,Decorative Metal Tempered Glass Console,table
976,5 Hook Wall Hanger,table
977,SimpleHuman Dual Compartment Undercounter Pull-Out Bins,table
978,IKEA Furniture Assembly Expert all brands Furniture assembler,table
979,ONE – 28 ½” Heavy Duty Counter Stool / Bar Stool,table
980,Safavieh Leather Seat Cushion,chair
981,Safavieh Contemporary Floor Lamp New,table
982,IKEA Adils Leg Base Assembly,table
983,Chestnut Courtright Kitchen Cart ($404.99 on Wayfair!),chair
984,Couch Must Go Today!,table
985,Moroccan sabra kilim rug,table
986,Cappellini,table
987,5 shelf trestle,table
988,TENDLITE RED LED LIGHT THERAPY DEVICE FOR JOINT&MUSCLE PAIN RELIEVE,table
989,Furniture assembly handyman Blinds Shades TV Installations IKEA CB2,table
990,Reclining Sofa,chair
991,Artek,chair
992,Power Reclining Sofa,chair
993,Eames Sofa Compact - Designer Midcentury Modern Couch - Herman Miller,chair
994,GEOMETRIC LARGE SIZE 49 (4.1 feet) x 35 (2.9 feet) MODERN WALL ART,table
995,TOP-GRAIN LEATHER PILLOWS (BACKREST SUPPORT ONLY- NO SOFA),table
996,MODERN MAILBOX STILL IN THE BOX HAS NEVER BEEN INSTALLED,bed
997,ITALIAN ASYMMETRICAL MODERN WALL UNIT IN MINT COSMETIC CONDITION,chair
998,TWO LARGE FRAMED GORGEOUS WALL ARTS/ART WORKS,table
999,AREA RUG 10 X 8 IN RICH GEOMETRIC PATTERN VIVID COLORS MINT COND.,chair
1000,Rifle Paper Co. x Loloi Les Fleurs Lourdes Rug (8x10),table
1001,*Brand New* Sika Design Simone Bar Stool (2 available),table
1002,Chrome Knoll Bertoia barstool with seat pads (4 available),chair
1003,Ombre Morro Diamond Rug (5x8),table
1004,Herman Miller,chair
1005,RARE TO FIND GORGEOUS 3 FEET COBALT FLOOR VASE THE CODDESS MINT,table
1006,HUGE VINTAGE GREEK VILLAGE COTTAGE OIL PAINTING FRAMED SIGNED 48 X 34,chair
1007,RAINBOW LAMP MULTI-COLORED COLORFUL RED BLUE YELLOW GREEN PURPLE,table
1008,1988 REPRINT MOTOR CARS 1923 CIGARETTE CARDS LAMBERT & BUTLER FRAMED,chair
1009,Flatwoven Maylan Rug - Grey/Silver (5X8),chair
1010,ASSEMBLED COLLECTION OF LEGO CITIES HOUSES STATIONS,table
